PERMNO,date,TICKER,PRC
12490,09/25/2017,IBM,145.87000
12490,09/26/2017,IBM,146.56000
12490,09/27/2017,IBM,145.66000
12490,09/28/2017,IBM,145.66000
12490,09/29/2017,IBM,145.08000
12490,10/02/2017,IBM,146.66000
12490,10/03/2017,IBM,146.78000
12490,10/04/2017,IBM,146.48000
12490,10/05/2017,IBM,146.72000
12490,10/06/2017,IBM,146.48000
12490,10/09/2017,IBM,147.39000
12490,10/10/2017,IBM,148.50000
12490,10/11/2017,IBM,147.62000
12490,10/12/2017,IBM,147.03000
12490,10/13/2017,IBM,147.10001
12490,10/16/2017,IBM,146.83000
12490,10/17/2017,IBM,146.53999
12490,10/18/2017,IBM,159.53000
12490,10/19/2017,IBM,160.89999
12490,10/20/2017,IBM,162.07001
12490,10/23/2017,IBM,159.55000
12490,10/24/2017,IBM,155.88000
12490,10/25/2017,IBM,153.50000
12490,10/26/2017,IBM,153.60001
12490,10/27/2017,IBM,153.67999
12490,10/30/2017,IBM,154.36000
12490,10/31/2017,IBM,154.06000
12490,11/01/2017,IBM,154.03000
12490,11/02/2017,IBM,153.35001
12490,11/03/2017,IBM,151.58000
12490,11/06/2017,IBM,150.84000
12490,11/07/2017,IBM,151.35001
12490,11/08/2017,IBM,151.57001
12490,11/09/2017,IBM,150.30000
12490,11/10/2017,IBM,149.16000
12490,11/13/2017,IBM,148.39999
12490,11/14/2017,IBM,148.89000
12490,11/15/2017,IBM,147.10001
12490,11/16/2017,IBM,149.12000
12490,11/17/2017,IBM,148.97000
12490,11/20/2017,IBM,150.50999
12490,11/21/2017,IBM,151.95000
12490,11/22/2017,IBM,151.77000
12490,11/24/2017,IBM,151.84000
12490,11/27/2017,IBM,151.98000
12490,11/28/2017,IBM,152.47000
12490,11/29/2017,IBM,153.55000
12490,11/30/2017,IBM,153.97000
12490,12/01/2017,IBM,154.75999
12490,12/04/2017,IBM,156.46001
12490,12/05/2017,IBM,155.35001
12490,12/06/2017,IBM,154.10001
12490,12/07/2017,IBM,153.57001
12490,12/08/2017,IBM,154.81000
12490,12/11/2017,IBM,155.41000
12490,12/12/2017,IBM,156.74001
12490,12/13/2017,IBM,153.91000
12490,12/14/2017,IBM,154.00000
12490,12/15/2017,IBM,152.50000
12490,12/18/2017,IBM,153.33000
12490,12/19/2017,IBM,153.23000
12490,12/20/2017,IBM,152.95000
12490,12/21/2017,IBM,151.50000
12490,12/22/2017,IBM,152.50000
12490,12/26/2017,IBM,152.83000
12490,12/27/2017,IBM,153.13000
12490,12/28/2017,IBM,154.03999
12490,12/29/2017,IBM,153.42000
12490,01/02/2018,IBM,154.25000
12490,01/03/2018,IBM,158.49001
12490,01/04/2018,IBM,161.70000
12490,01/05/2018,IBM,162.49001
12490,01/08/2018,IBM,163.47000
12490,01/09/2018,IBM,163.83000
12490,01/10/2018,IBM,164.17999
12490,01/11/2018,IBM,164.20000
12490,01/12/2018,IBM,163.14000
12490,01/16/2018,IBM,163.85001
12490,01/17/2018,IBM,168.64999
12490,01/18/2018,IBM,169.12000
12490,01/19/2018,IBM,162.37000
12490,01/22/2018,IBM,162.60001
12490,01/23/2018,IBM,166.25000
12490,01/24/2018,IBM,165.37000
12490,01/25/2018,IBM,165.47000
12490,01/26/2018,IBM,167.34000
12490,01/29/2018,IBM,166.80000
12490,01/30/2018,IBM,163.62000
12490,01/31/2018,IBM,163.70000
12490,02/01/2018,IBM,162.39999
12490,02/02/2018,IBM,159.03000
12490,02/05/2018,IBM,152.53000
12490,02/06/2018,IBM,155.34000
12490,02/07/2018,IBM,153.85001
12490,02/08/2018,IBM,147.59000
12490,02/09/2018,IBM,149.50999
12490,02/12/2018,IBM,151.39999
12490,02/13/2018,IBM,150.75000
12490,02/14/2018,IBM,154.75999
12490,02/15/2018,IBM,156.00999
12490,02/16/2018,IBM,156.17999
12490,02/20/2018,IBM,155.16000
12490,02/21/2018,IBM,153.96001
12490,02/22/2018,IBM,153.17999
12490,02/23/2018,IBM,155.52000
12490,02/26/2018,IBM,158.58000
12490,02/27/2018,IBM,156.55000
12490,02/28/2018,IBM,155.83000
12490,03/01/2018,IBM,153.81000
12490,03/02/2018,IBM,154.49001
12490,03/05/2018,IBM,156.95000
12490,03/06/2018,IBM,155.72000
12490,03/07/2018,IBM,158.32001
12490,03/08/2018,IBM,156.21001
12490,03/09/2018,IBM,159.31000
12490,03/12/2018,IBM,160.25999
12490,03/13/2018,IBM,159.32001
12490,03/14/2018,IBM,158.12000
12490,03/15/2018,IBM,159.61000
12490,03/16/2018,IBM,160.25999
12490,03/19/2018,IBM,157.35001
12490,03/20/2018,IBM,156.20000
12490,03/21/2018,IBM,156.69000
12490,03/22/2018,IBM,152.09000
12490,03/23/2018,IBM,148.89000
12490,03/26/2018,IBM,153.37000
12490,03/27/2018,IBM,151.91000
12490,03/28/2018,IBM,152.52000
12490,03/29/2018,IBM,153.42999
12490,04/02/2018,IBM,150.07001
12490,04/03/2018,IBM,149.85001
12490,04/04/2018,IBM,154.12000
12490,04/05/2018,IBM,154.03000
12490,04/06/2018,IBM,150.57001
12490,04/09/2018,IBM,152.69000
12490,04/10/2018,IBM,155.39000
12490,04/11/2018,IBM,155.36000
12490,04/12/2018,IBM,158.07001
12490,04/13/2018,IBM,156.71001
12490,04/16/2018,IBM,157.89000
12490,04/17/2018,IBM,160.91000
12490,04/18/2018,IBM,148.78999
12490,04/19/2018,IBM,147.70000
12490,04/20/2018,IBM,144.89999
12490,04/23/2018,IBM,145.86000
12490,04/24/2018,IBM,145.56000
12490,04/25/2018,IBM,145.94000
12490,04/26/2018,IBM,146.72000
12490,04/27/2018,IBM,146.48000
12490,04/30/2018,IBM,144.96001
12490,05/01/2018,IBM,145.00000
12490,05/02/2018,IBM,142.45000
12490,05/03/2018,IBM,141.99001
12490,05/04/2018,IBM,143.91000
12490,05/07/2018,IBM,143.22000
12490,05/08/2018,IBM,143.00000
12490,05/09/2018,IBM,142.61000
12490,05/10/2018,IBM,144.24001
12490,05/11/2018,IBM,144.14000
12490,05/14/2018,IBM,144.30000
12490,05/15/2018,IBM,143.74001
12490,05/16/2018,IBM,144.63000
12490,05/17/2018,IBM,144.50000
12490,05/18/2018,IBM,144.08000
12490,05/21/2018,IBM,145.49001
12490,05/22/2018,IBM,145.09000
12490,05/23/2018,IBM,144.67000
12490,05/24/2018,IBM,144.07001
12490,05/25/2018,IBM,143.64000
12490,05/29/2018,IBM,141.22000
12490,05/30/2018,IBM,142.62000
12490,05/31/2018,IBM,141.31000
12490,06/01/2018,IBM,141.95000
12490,06/04/2018,IBM,143.03999
12490,06/05/2018,IBM,143.70000
12490,06/06/2018,IBM,144.71001
12490,06/07/2018,IBM,145.36000
12490,06/08/2018,IBM,146.14000
12490,06/11/2018,IBM,146.58000
12490,06/12/2018,IBM,146.87000
12490,06/13/2018,IBM,146.35001
12490,06/14/2018,IBM,145.20000
12490,06/15/2018,IBM,145.39000
12490,06/18/2018,IBM,144.48000
12490,06/19/2018,IBM,143.89999
12490,06/20/2018,IBM,142.63000
12490,06/21/2018,IBM,141.25000
12490,06/22/2018,IBM,141.28000
12490,06/25/2018,IBM,138.78999
12490,06/26/2018,IBM,139.08000
12490,06/27/2018,IBM,137.48000
12490,06/28/2018,IBM,140.03999
12490,06/29/2018,IBM,139.70000
25785,06/30/2017,F,11.19000
25785,07/03/2017,F,11.56000
25785,07/05/2017,F,11.30000
25785,07/06/2017,F,11.18000
25785,07/07/2017,F,11.26000
25785,07/10/2017,F,11.34000
25785,07/11/2017,F,11.38000
25785,07/12/2017,F,11.47000
25785,07/13/2017,F,11.60000
25785,07/14/2017,F,11.68000
25785,07/17/2017,F,11.74000
25785,07/18/2017,F,11.75000
25785,07/19/2017,F,11.83000
25785,07/20/2017,F,11.70000
25785,07/21/2017,F,11.53000
25785,07/24/2017,F,11.29000
25785,07/25/2017,F,11.27000
25785,07/26/2017,F,11.06000
25785,07/27/2017,F,11.18000
25785,07/28/2017,F,11.17000
25785,07/31/2017,F,11.22000
25785,08/01/2017,F,10.95000
25785,08/02/2017,F,11.00000
25785,08/03/2017,F,10.93000
25785,08/04/2017,F,10.95000
25785,08/07/2017,F,10.92000
25785,08/08/2017,F,10.89000
25785,08/09/2017,F,10.92000
25785,08/10/2017,F,10.77000
25785,08/11/2017,F,10.77000
25785,08/14/2017,F,10.91000
25785,08/15/2017,F,10.84000
25785,08/16/2017,F,10.80000
25785,08/17/2017,F,10.64000
25785,08/18/2017,F,10.56000
25785,08/21/2017,F,10.57000
25785,08/22/2017,F,10.65000
25785,08/23/2017,F,10.71000
25785,08/24/2017,F,10.71000
25785,08/25/2017,F,10.82000
25785,08/28/2017,F,10.79000
25785,08/29/2017,F,10.84000
25785,08/30/2017,F,10.94000
25785,08/31/2017,F,11.03000
25785,09/01/2017,F,11.35000
25785,09/05/2017,F,11.36000
25785,09/06/2017,F,11.50000
25785,09/07/2017,F,11.40000
25785,09/08/2017,F,11.36000
25785,09/11/2017,F,11.41000
25785,09/12/2017,F,11.59000
25785,09/13/2017,F,11.62000
25785,09/14/2017,F,11.56000
25785,09/15/2017,F,11.62000
25785,09/18/2017,F,11.63000
25785,09/19/2017,F,11.72000
25785,09/20/2017,F,11.71000
25785,09/21/2017,F,11.72000
25785,09/22/2017,F,11.84000
25785,09/25/2017,F,11.94000
25785,09/26/2017,F,11.93000
25785,09/27/2017,F,11.95000
25785,09/28/2017,F,11.96000
25785,09/29/2017,F,11.97000
25785,10/02/2017,F,12.09000
25785,10/03/2017,F,12.34000
25785,10/04/2017,F,12.30000
25785,10/05/2017,F,12.25000
25785,10/06/2017,F,12.31000
25785,10/09/2017,F,12.34000
25785,10/10/2017,F,12.39000
25785,10/11/2017,F,12.38000
25785,10/12/2017,F,12.12000
25785,10/13/2017,F,12.05000
25785,10/16/2017,F,12.12000
25785,10/17/2017,F,12.27000
25785,10/18/2017,F,12.19000
25785,10/19/2017,F,12.23000
25785,10/20/2017,F,12.10000
25785,10/23/2017,F,12.04000
25785,10/24/2017,F,12.19000
25785,10/25/2017,F,12.04000
25785,10/26/2017,F,12.27000
25785,10/27/2017,F,12.06000
25785,10/30/2017,F,12.10000
25785,10/31/2017,F,12.27000
25785,11/01/2017,F,12.35000
25785,11/02/2017,F,12.42000
25785,11/03/2017,F,12.36000
25785,11/06/2017,F,12.33000
25785,11/07/2017,F,12.16000
25785,11/08/2017,F,12.06000
25785,11/09/2017,F,12.04000
25785,11/10/2017,F,12.01000
25785,11/13/2017,F,12.16000
25785,11/14/2017,F,12.02000
25785,11/15/2017,F,12.00000
25785,11/16/2017,F,12.04000
25785,11/17/2017,F,12.01000
25785,11/20/2017,F,12.13000
25785,11/21/2017,F,12.12000
25785,11/22/2017,F,12.07000
25785,11/24/2017,F,12.10000
25785,11/27/2017,F,12.11000
25785,11/28/2017,F,12.21000
25785,11/29/2017,F,12.56000
25785,11/30/2017,F,12.52000
25785,12/01/2017,F,12.58000
25785,12/04/2017,F,12.63000
25785,12/05/2017,F,12.43000
25785,12/06/2017,F,12.38000
25785,12/07/2017,F,12.53000
25785,12/08/2017,F,12.61000
25785,12/11/2017,F,12.58000
25785,12/12/2017,F,12.60000
25785,12/13/2017,F,12.63000
25785,12/14/2017,F,12.46000
25785,12/15/2017,F,12.58000
25785,12/18/2017,F,12.66000
25785,12/19/2017,F,12.69000
25785,12/20/2017,F,12.72000
25785,12/21/2017,F,12.63000
25785,12/22/2017,F,12.58000
25785,12/26/2017,F,12.60000
25785,12/27/2017,F,12.50000
25785,12/28/2017,F,12.58000
25785,12/29/2017,F,12.49000
25785,01/02/2018,F,12.66000
25785,01/03/2018,F,12.76000
25785,01/04/2018,F,12.98000
25785,01/05/2018,F,13.20000
25785,01/08/2018,F,13.15000
25785,01/09/2018,F,13.08000
25785,01/10/2018,F,13.03000
25785,01/11/2018,F,13.16000
25785,01/12/2018,F,13.23000
25785,01/16/2018,F,13.10000
25785,01/17/2018,F,12.18000
25785,01/18/2018,F,12.07000
25785,01/19/2018,F,12.00000
25785,01/22/2018,F,12.02000
25785,01/23/2018,F,11.96000
25785,01/24/2018,F,12.05000
25785,01/25/2018,F,11.57000
25785,01/26/2018,F,11.65000
25785,01/29/2018,F,11.12000
25785,01/30/2018,F,11.06000
25785,01/31/2018,F,10.97000
25785,02/01/2018,F,10.92000
25785,02/02/2018,F,10.71000
25785,02/05/2018,F,10.24000
25785,02/06/2018,F,10.76000
25785,02/07/2018,F,10.76000
25785,02/08/2018,F,10.43000
25785,02/09/2018,F,10.53000
25785,02/12/2018,F,10.70000
25785,02/13/2018,F,10.59000
25785,02/14/2018,F,10.74000
25785,02/15/2018,F,10.76000
25785,02/16/2018,F,10.61000
25785,02/20/2018,F,10.63000
25785,02/21/2018,F,10.60000
25785,02/22/2018,F,10.63000
25785,02/23/2018,F,10.70000
25785,02/26/2018,F,10.89000
25785,02/27/2018,F,10.61000
25785,02/28/2018,F,10.61000
25785,03/01/2018,F,10.29000
25785,03/02/2018,F,10.40000
25785,03/05/2018,F,10.58000
25785,03/06/2018,F,10.63000
25785,03/07/2018,F,10.63000
25785,03/08/2018,F,10.61000
25785,03/09/2018,F,10.73000
25785,03/12/2018,F,10.81000
25785,03/13/2018,F,10.78000
25785,03/14/2018,F,11.02000
25785,03/15/2018,F,11.07000
25785,03/16/2018,F,11.15000
25785,03/19/2018,F,11.01000
25785,03/20/2018,F,10.99000
25785,03/21/2018,F,11.10000
25785,03/22/2018,F,10.75000
25785,03/23/2018,F,10.56000
25785,03/26/2018,F,10.83000
25785,03/27/2018,F,10.83000
25785,03/28/2018,F,10.86000
25785,03/29/2018,F,11.08000
25785,04/02/2018,F,10.86000
25785,04/03/2018,F,11.15000
25785,04/04/2018,F,11.33000
25785,04/05/2018,F,11.35000
25785,04/06/2018,F,11.18000
25785,04/09/2018,F,11.25000
25785,04/10/2018,F,11.45000
25785,04/11/2018,F,11.43000
25785,04/12/2018,F,11.31000
25785,04/13/2018,F,11.28000
25785,04/16/2018,F,11.38000
25785,04/17/2018,F,11.38000
25785,04/18/2018,F,11.33000
25785,04/19/2018,F,10.96000
25785,04/20/2018,F,10.82000
25785,04/23/2018,F,11.04000
25785,04/24/2018,F,10.96000
25785,04/25/2018,F,11.11000
25785,04/26/2018,F,11.43000
25785,04/27/2018,F,11.49000
25785,04/30/2018,F,11.24000
25785,05/01/2018,F,11.26000
25785,05/02/2018,F,11.21000
25785,05/03/2018,F,11.20000
25785,05/04/2018,F,11.36000
25785,05/07/2018,F,11.34000
25785,05/08/2018,F,11.27000
25785,05/09/2018,F,11.06000
25785,05/10/2018,F,11.21000
25785,05/11/2018,F,11.19000
25785,05/14/2018,F,11.18000
25785,05/15/2018,F,11.22000
25785,05/16/2018,F,11.40000
25785,05/17/2018,F,11.46000
25785,05/18/2018,F,11.33000
25785,05/21/2018,F,11.51000
25785,05/22/2018,F,11.52000
25785,05/23/2018,F,11.44000
25785,05/24/2018,F,11.62000
25785,05/25/2018,F,11.51000
25785,05/29/2018,F,11.44000
25785,05/30/2018,F,11.55000
25785,05/31/2018,F,11.55000
25785,06/01/2018,F,11.71000
25785,06/04/2018,F,11.74000
25785,06/05/2018,F,11.83000
25785,06/06/2018,F,11.97000
25785,06/07/2018,F,12.03000
25785,06/08/2018,F,12.10000
25785,06/11/2018,F,12.03000
25785,06/12/2018,F,12.11000
25785,06/13/2018,F,12.02000
25785,06/14/2018,F,11.89000
25785,06/15/2018,F,11.88000
25785,06/18/2018,F,11.99000
